Unnamed: 0,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,tweet_counts,user_counts,gpt_label,manual_label,is_gt
4247,6661928,3016,retweet,d8fe454d03834e5fc0ce2f7c43571260477f462ea2c6e3464ec43379f67701c8,"RT @theadtan People latch onto debunking my statement where I said, ""China has no history of militarily attacking sovereign nations"" to try to negate my entire post. That post is actually to explain why I don't subscribe to the fear-mongering sentiments of ANTI-EDCA people. Because to… https://t.co/zKX5MpOq1R",,1683244877,Twitter,,anti attacking china debunking edca entire explain fear history latch militarily mongering nations negate people people post post rt sentiments sovereign statement subscribe,23,12,49,supportive,,0
11209,6340876,16252,retweet,c06f3307d3204f0ee0f460678a7fcc24df20c7bb15135832b3312e6d3ab291ce,"RT @DerekJGrossman New EDCA bases include: ""navy base in Santa Ana and an intl airport in Lal-lo, both in northern Cagayan province. Those locations have infuriated Chinese officials because they would provide US forces with a staging ground close to southern China & Taiwan.""https://t.co/25SqoiJM7u",,1680555000,Twitter,,25sqoijm7u airport ana base bases cagayan china chinese close edca forces ground https include infuriated intl lal lo locations navy northern officials provide province rt santa southern staging taiwan,29,14,19,supportive,,0
4110,4375406,34016,retweet,d51363c439ee340583ec290dcd1f4e2fc1b366fcd0e31632f0c297c658f1e995,RT @AP The Philippine president says the Chinese coast guard’s aiming of a military-grade laser that briefly blinded some crew aboard a Philippine patrol vessel in the disputed South China Sea was not enough for him to invoke a mutual defense treaty with the U.S. https://t.co/hDN784rqeo,,1676718598,Twitter,,aboard aiming blinded briefly china chinese coast crew defense disputed grade guard invoke laser military mutual patrol philippine philippine president rt sea south treaty vessel,25,32,37,opposing,,0
10116,6508294,17036,retweet,72eda60db178ad7d6cad3bd3fedd96eea41d4afd3454b1331d69d8cce0b1a5cc,RT @cnnphilippines LOOK: The League of Filipino Students holds a candlelight protest at UP Diliman to oppose the military exercises between the Philippines and the United States. https://t.co/Ni4v3zQWgA | @dsfernandez https://t.co/gH2tRnSyGB,,1682508346,Twitter,,candlelight diliman exercises filipino holds league military oppose philippines protest rt states students united,14,18,50,opposing,,0
4126,2717295,34016,retweet,771f3cc1e6da6c30d3937ba0d0904d9e244cb50a03c059499782ad40d7d20542,"RT @IndoPac_Info #US Statement of Support for the #Philippines in the #SouthChinaSea implies that attacks oh PH Coast Guard ships are covered by the U.S. Philippines Mutual Defense Treaty This is big for the Philippines, but are they going to actually invoke the treaty? https://t.co/x2eF4DlUVo https://t.co/cfJ9WgfRKa",,1682849804,Twitter,,attacks big coast covered defense guard implies invoke mutual ph philippines philippines rt ships statement support treaty treaty,18,65,37,supportive,,0
10643,1580604,94846,retweet,0ee864cd900e4f23b9aa72e2e4218f3b4fed05840bd5a198541472df780b25e7,"RT @sethpuertoluna my new webcomic is trans mlm taking place in the Philippines on the cusp of Spanish liberation and American occupation. It is about a Filipino-Chinese boy who lives in a ""disappointment's room"" by night, and is forced to be a faith healer by day. Maybe you guys can help me boost.",,1675406502,Twitter,,american boost boy chinese cusp day disappointment faith filipino forced guys healer liberation lives mlm night occupation philippines place room rt spanish taking trans webcomic,25,359,5,neutral,,0
4098,449534,212711,retweet,1ae07babc247ea6861f7b16ebf0b22e0d3b6ef9c1182312e886e340fbe183223,"RT @DemesDavid 🇨🇳 Ambassador Huang Xilian: ""Philippines is advised to unequivocally oppose ‘Taiwan Independence’ rather than stoking the fire by offering the US access to the military bases near the Taiwan Strait if you care genuinely about the 150,000 Overseas [Filipino] Workers"" [in Taiwan]. https://t.co/A2OdUZgpdQ",,1681611651,Twitter,,000 150 access advised ambassador bases care filipino fire genuinely huang independence military offering oppose overseas philippines rt stoking strait taiwan taiwan taiwan unequivocally workers xilian,26,153,7,opposing,,0
6011,5165960,489,retweet,e2c3e14750e4ce45a1a4a566902d5e1ecffd5703f72089afea257b301fddcb31,RT @MonteroMax Interesting selection of facilities for EDCA. PH Air Force lacks a major airbase in Cagayan Valley and La-lo Airport aka Cagayan North Int'l Airport with EDCA development can fill that. Runway can accept C-17 and fighters. Wide spaces for new base & storage facilities. https://t.co/hprXPb2bxf,,1680630560,Twitter,,17 accept air airbase airport airport aka base cagayan cagayan development edca edca facilities facilities fighters fill force int interesting la lacks lo major north ph rt runway selection spaces storage valley wide,33,12,11,supportive,,0
317,647987,2804,retweet,15ced3ad3c3f5eaf02e59dbb905d9340a51f239ca19bd1a0f6350265a40099d6,"RT @natoreyes There is no ""joint control"" or ""joint command"" of agreed locations under EDCA. The DND is deceiving the people. The Philippines in fact authorizes the US to use Philippine facilities for an array of activities, free of charge. No rent will be paid by the US. https://t.co/ecHLKpiAP7",,1675559157,Twitter,,activities agreed array authorizes charge command control deceiving dnd edca facilities fact free joint joint locations paid people philippine philippines rent rt,22,24,115,opposing,,0
951,5341116,15244,retweet,b7fa7bbda1eeaf4758267bff8fa6b3e23db1df5ca1b244647c35519fafe67114,"RT @SyLicoNgaAko China is openly meddling on what policy the 🇵🇭 should take towards the U.S.: saying that the 🇵🇭 should oppose Taiwan’s independence, instead of stoking fire for allowing EDCA, and ending the statement with a veiled threat: “IF YOU TRULY CARE ABOUT YOUR 150,000 OFWS IN TAIWAN.”",,1681540840,Twitter,,000 150 allowing care china edca ending fire independence meddling ofws openly oppose policy rt statement stoking taiwan taiwan threat veiled,21,14,33,opposing,,0
1479,6280490,21127,retweet,2939b4bb32f1b5445dc7a1464436757b540e56a29dc67dc681aee4ece3db839b,"RT ŠGisingPilino Mymbro of the LFS turned out to be rallyers in front of the US embassy, protesting EDCA. In 2016, they rejected PNoy’s Right Way and instead supported Duterte, a MAMAMA MAN.",,1681293126,Twitter,,2016 duterte edca embassy front lfs mamama man mymbro pnoy protesting rallyers rejected rt supported turned šgisingpilino,17,11,16,opposing,,0
5899,3340029,13576,retweet,37f70bff3a6f85078ff2103c04f905f23214a9abf9e32d25f22f534d324e359c,"RT @Bahaghari_PH “This war will never even happen in the US. It will not happen in China. This war will happen here, in the Philippines. It is Filipinos who will pay to maintain the dominance of the US”. Watch Al Jazeera’s (@ajplus) investigation on Balikatan: https://t.co/3PnOkQ8Hin https://t.co/5ElnlLeFlq",,1687948096,Twitter,,al balikatan china dominance filipinos happen happen happen investigation jazeera maintain pay philippines rt war war watch,17,71,11,opposing,,0
2513,4306262,7430,retweet,e9d38f28d5561273c482b97053b5ca47152c1a6dad4d951a4aa393e04266038a,RT @pcogovph United States Defense Secretary Lloyd Austin on Thursday promised to help the Philippines modernize its defense capabilities as well as increase the interoperability of American and Filipino military forces. READ: https://t.co/YDC32TTGxQ https://t.co/PTfKhWGMez,,1675343155,Twitter,,american austin capabilities defense defense filipino forces increase interoperability lloyd military modernize philippines promised read rt secretary states thursday united,20,31,25,supportive,,0
12809,4948330,8758,retweet,c295c63f65cce5863289f9daa7f42eb395159e9b4396d5dc2aa29b40f18db994,"RT @lfs_upv Sa paggunita natin ng #ArawNgKalayaan kahapon, ano ang say ng pipol sa pagdagdag ng mga base militar ng US sa Pilipinas? Panoorin! #JunkVFAEDCA #SaysThePipol https://t.co/27FqbSJW4T",,1686643263,Twitter,,ang ano base kahapon mga militar natin ng ng ng ng pagdagdag paggunita panoorin pilipinas pipol rt sa sa sa,20,17,71,opposing,,0
1475,316321,21127,retweet,bacfd4c5abc09a3383f81e2db6226cbf3bf386174ea360367aea9e2f790db3af,"RT @SaltAndReality In as much as I hate China bullying us, Taiwan is getting a free ride with the new EDCA sites up north. I remember in a 2018 survey the 2nd most hated country by Taiwanese is the Philippines. Mas gusto pa nila China that wants to annihilate them. Dapat ginagatasan natin Taiwan",,1679946632,Twitter,,2nd annihilate bullying china china country dapat edca free ginagatasan gusto hate hated mas natin nila north pa philippines remember ride rt sites survey taiwan taiwan taiwanese,27,11,16,opposing,,0
2543,5473031,24162,retweet,954a4388cad90934a3e16467c0264396d7476512c3b5a03c6cf42bb483fe1aa3,"RT @iamwhatiam300 If you wanna see the Philippines be destroyed like Ukraine,believe with everything that the US officials are saying.If the Filipinos are totally poisoned by the US propaganda,we'll be willing to provoke China & offer our land as a battleground in a proxy war,just like Ukraine. https://t.co/XYW8Ht70h4",,1678522574,Twitter,,battleground china destroyed filipinos land ll offer officials philippines poisoned propaganda provoke proxy rt totally ukraine ukraine wanna war,19,16,9,opposing,,0
309,5360264,2804,retweet,361c33762fdca097703542f4a83d8f7e9929c9ba1a004a592357881c6dd909d8,"RT öiamwaam300 Just as a clear to Mark loyalists who again blame Dig for EDCA w/c heed to scirap btw, here's the number of US military bases in the Philippines as APROVED by the SITTING Presnet: Noynoy Aqui5- Rodrigo-te 0zer,nilado, Bonagg 4 +cs/to): Noycachecachet/V.",,1675432731,Twitter,,0zer aproved aqui5 bases blame bonagg btw clear cs dig edca heed loyalists mark military nilado noycachecachet noynoy number philippines presnet rodrigo rt scirap sitting te öiamwaam300,27,13,115,opposing,,0
431,2412587,41097,retweet,758423690b28ac26c03eaf383f2a9726a38d551154dea59122715d6a14c6ec1f,RT @GrowlHarhar Sa Panay NGAWA parin sa EDCA Nagsalita na ang Bayan!!... BASA!! 👇👇👇 MAJORITY of Filipinos believe that the Pres. Marcos jr. administration should strengthen its SECURITY COOPERATION with the United States and Japan to defend the West Philippine Sea. https://t.co/l7Wf2a0GsM https://t.co/Xs9gdc5Tyf,,1675685369,Twitter,,administration ang basa bayan cooperation defend edca filipinos japan jr majority marcos na nagsalita ngawa panay parin philippine pres rt sa sa sea security states strengthen united west,28,24,32,supportive,,0
