,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,label1,label2,tweet_counts,user_counts,gpt_label,manual_label,is_gt
1571,5863476,81176,retweet,54b26b7da93f71b856e078cb15e7d53656a52057982881a6d8c4da49f94ce602,"RT @magmartsa TIL Filpino ""bistek"" comes from Spanish ""bistec,"" a 19th-century adaptation of English ""beefsteak,"" instead of directly from English via the Americans. I always thought it was a Filipino adaptation of the word, apparently it came from Spanish way before American colonization!",,1681227803,Twitter,,19th adaptation adaptation american americans apparently beefsteak bistec bistek century colonization directly english english filipino filpino rt spanish spanish thought til word,22,,,54,8,neutral,,0
6348,1352703,5958,retweet,9975a251fe6bf41bb91ed9c1539f17e13367bfb7e3dcd377df3fa77ae464de0a,"RT @natoreyes On the new US forward bases The four new EDCA sites in Cagayan, Isabela and Palawan announced by the Philippine government will allow the US to preposition weapons and warships directed at China, a move that will heighten tensions and lead to an arms race in the region. https://t.co/b4cRvcY2EK",,1680573684,Twitter,,announced arms bases cagayan china directed edca forward government heighten isabela lead move palawan philippine preposition race region rt sites tensions warships weapons,23,,,30,46,opposing,,0
3520,1688196,45820,retweet,071c0679b93b0517fc6e98ab23e76a0c1c1da5ed26800e0842cbf5f3393342db,RT @WinwinEklabu Wise response of President Marcos Jr. to China. Why would China worry about EDCA while the Philippines is not preparing for war. It is only natural that we strengthen our military because everyone is doing it. President Marcos Jr. is talking with wisdom.😎 https://t.co/LI8YIGRST2,,1681168174,Twitter,,china china edca jr jr marcos marcos military natural philippines preparing president president response rt strengthen talking war wisdom wise worry,21,,,17,11,supportive,,0
987,5064397,6310,retweet,4763be5133728751dd722f099d2af7960a3edc13bb1ac35880ccbb37b6bd2aaf,"RT @teoiluminado Insisting that the Philippines has no “need” for EDCA, VFA, MDT or any other defense arrangement with the U.S. is utterly parochial and dismisses the grave geopolitical reality of our region. What it only does is help China entrench its state influence in the Philippines.",,1681693503,Twitter,,arrangement china defense dismisses edca entrench geopolitical grave influence insisting mdt parochial philippines philippines reality region rt state utterly vfa,20,,,19,14,supportive,,0
1452,6068942,26836,retweet,d0e0466c8143dda0bbab3b01f8c0610a2a30c12369ca0b317c264d96f69b1428,RT @societyofhonor I wonder why Bayan is protesting EDCA rather than this. Head scratcher.,,1681971296,Twitter,,bayan edca head protesting rt scratcher,6,,,14,30,opposing,,0
450,3095910,41097,retweet,f949f5c3cd06dd1d7caf8ea953cd388820d9a3f7add426a185d7fcac009bbe6c,RT ęcinecine30 wow! please access the vetnam to those of their reclamation in Namyit or inside the islandetcinecine30 wow!,,1681997539,Twitter,,access inside islandetcinecine30 namyit reclamation rt vetnam wow wow ęcinecine30,10,,,14,32,neutral,,0
1448,7045967,26836,retweet,5c5b0593dd8fa4a9d6de596f069ea22166e60017367bb8eba38333e5bd378ab9,RT @IndoPac_Info #Philippines ‘stoking the fire’ over #Taiwan's independence by giving the US access to military sites near the #TaiwanStrait: #China envoy The Philippines identified 4 new bases the US will have access to under their Enhanced Defense Cooperation Agreement https://t.co/IVDFnnMXE0,,1681568837,Twitter,,access access agreement bases china cooperation defense enhanced envoy fire giving identified independence military philippines rt sites stoking,18,,,36,30,opposing,,0
3734,50918,50914,retweet,7179027c19b36a8d00df579470242179d0b1eea413ba9114f4a276bdca27ff4e,"RT ABSCBNNews TINAN: Thousands of Cagayan residents have conducted candle lighting and paliotic communications this Monday, April 17, evening in Rizal Park, Tuguegarao City in opposition to the additional EDCA sites to be built in the area. (MAYA: Can PIO) typs:/co./AbbleHXPN",,1681798837,Twitter,,17 abblehxpn abscbnnews additional april area built cagayan candle city communications conducted edca evening lighting maya monday opposition paliotic park pio residents rizal rt sites thousands tinan tuguegarao typs,29,,,246,7,opposing,,0
17402,4784443,6461,retweet,0498a13bc24671d1525e22f06e9bfcee8a104beda4cd6928ed5ac221e9cb42d9,RT  wivescheydian Haayy. BATO BATO... ISA DA EDCA  careps:/t.co/YmoyuIEfFL,,1686748270,Twitter,,bato bato careps da edca haayy isa rt wivescheydian ymoyuieffl,10,,,18,32,opposing,,0
3714,4828481,147140,retweet,1b6fefde316f801b8031cff863978e83fa18f87395683fc373d6b7b4fe34e62b,"RT @CPGBML Rudyard Kipling, The White Man's Burden, 1899 This [in]famous poem, written by Britain's imperial poet, was a response to the American take over of the Phillipines after the Spanish-American War. It was a genocidal campaign, and was amply described at the time by Mark Twain.… https://t.co/ZrY8Ymnqmt",,1687435681,Twitter,,american american amply britain burden campaign famous genocidal imperial kipling man mark phillipines poem poet response rt rudyard spanish time twain war white written,24,,,39,30,opposing,,0
4056,807335,93441,retweet,4812edab815944ea51ad8ed021e4f85d0c21b09476ae151ccbb7f6209e978779,"RT @IndoPac_Info #Philippines, #US to hold biggest war games in years Philippines and the US will hold this year their biggest joint military drills since 2015, Manila's army chief said on Wednesday, against a backdrop of growing tensions with #China in the #SouthChinaSea https://t.co/vFQMHZ3YWK",,1676559669,Twitter,,2015 army backdrop biggest biggest chief china drills games growing hold hold joint manila military philippines rt tensions war wednesday year years,22,,,22,38,supportive,,0
1768,4619895,118850,retweet,1b4f0f15b4f65e062afeb129e977c6645055b1dad0453698d050cef96f2825b6,"RT @IndoPac_Info 2) President Marcos: ""The main goal of new EDCA sites is to ""defend the country’s eastern coast"" as PH continental shelf on Luzon’s eastern side was also put into consideration."" This is in response to China's encroachment in PH waters. This adds to the current 5 bases. https://t.co/JI5oUzbse0",,1680531072,Twitter,,adds bases china coast consideration continental country current defend eastern eastern edca encroachment goal luzon main marcos ph ph president put response rt shelf side sites waters,27,,,27,11,supportive,,0
954,2748040,15244,retweet,d407397e38fdf1e290402c38a486f7b72a1571dd0ae4104e55682df882250c28,"RT @jmschumey Regarding the EDCA sites, we do not owe China any explanation. Also, 4 of their military bases built on artificial islands are located in our waters.",,1681720936,Twitter,,artificial bases built china edca explanation islands located military owe rt sites waters,13,,,36,33,supportive,,0
10105,1858985,17036,retweet,3ebe548fa252225713c9ecdde626fc165c2a3d136d4d77181586f5275f87cf43,"RT Šajay_lagrima TL;DR Why is there NATAN EXERCISES? UP world war leads by US and China is approaching. US builds a military base in the Philippines as a cross - fire attack and strikes in the middle of war. The US will use AFP, PNP, ROTC as awer. #USTropsOnotow",,1681250833,Twitter,,afp approaching attack awer base builds china cross dr exercises fire leads middle military natan philippines pnp rotc rt strikes tl war war world šajay_lagrima,25,,,11,50,opposing,,0
2410,5549977,4862,retweet,e0987c7bc64a789392454c3d349bf643e5cb4a7c94bf67a8e1be2954d98e52db,"RT @IndoPac_Info #Philippine lawmakers demand #US pays for bases to fund cash-strapped military pensions ""They are using our land but don’t pay, the alliance is ‘one-sided’ in favor of the US"", said legislator Ronald dela Rosa. US has 5 bases in PH, with 4 more agreed. https://t.co/SsytqZNdkh",,1686965724,Twitter,,agreed alliance bases bases cash dela demand don favor fund land lawmakers legislator military pay pays pensions ph ronald rosa rt sided strapped,23,,,33,107,opposing,,0
4623,5597606,99587,retweet,3cfb9b22421230c4ed8be92507dd62d9975435d10eb054842eb27b029f8b0742,"RT ęsmningews PBM: Loysion of 4 new EDCA sites, scattered in the Philippines ottps:/t.co/XLmHytzDQS",,1679531930,Twitter,,edca loysion ottps pbm philippines rt scattered sites xlmhytzdqs ęsmningews,10,,,10,7,supportive,,0
937,4450388,15244,retweet,0a0e68e1aab714bc5d26331c4871fa67fca6c4fb419a9c92539c722e51de4bf2,RT ̆ruminarist A PLUNDER protecting a murderer.,,1676903060,Twitter,,murderer plunder protecting rt ̆ruminarist,5,,,33,33,neutral,,0
985,5651408,6310,retweet,8435388fe9e302f79c75073a0ec86c9aca5e7cbc587554dd2d9ca61dbc2d1bce,RT @IndoPac_Info 1) The tiny #Philippine island on the frontline of the #US #China battle for supremacy Fuga Island may become home to American troops as the US seeks to protect Taiwan and the region. Fuga has the topography to accommodate an airport and a seaport. https://t.co/AXjkHYJZHe https://t.co/7k74cVsqXO,,1679331040,Twitter,,accommodate airport american battle china frontline fuga fuga home island island protect region rt seaport seeks supremacy taiwan tiny topography troops,21,,,66,14,supportive,,0
699,6846750,369120,retweet,38e2b4a0d7fcd7d2d3a5e01c8e94e7473d84f9e6a022df0a9920b8bc4636ca39,RT China’s warplane incursions into Taiwan air defence zone doubled in 2022 #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/WIwSNeTR1f,,1673442114,Twitter,,air china china defence doubled incursions japan manila military rt taiwan warplane zone,13,,,20,22,neutral,,0
20029,2337640,53637,tweet,,"Ramping of US-Philippines #defence ties & the decision to press hard for the full implementation of EDCA, will not only have an impact on their relations, but also on the #Philippines-China & US-#China great power competition: @PremeshaSaha https://t.co/BxoArDhJTL",,1675778100,Twitter,,china competition decision edca full great hard impact implementation philippines power press ramping relations ties,15,,,16,48,supportive,,0
24395,2426612,60893,retweet,0f6ed42dc185274e875e7258718d08297cb122ba1d0c65c9dc8129f28462f240,"RT @pslnational The encirclement of China continues: In Feb, the US signed an agreement w/the Philippines to gain access to 4 military bases. Today kicks off the US-Philippines war drills w/17,600 troops—the biggest yet. The US is trampling on Filipino sovereignty and preparing for war w/China. https://t.co/0cOdUB3Muf",,1681260153,Twitter,,17 600 access agreement bases biggest china china continues drills encirclement feb filipino gain kicks military philippines philippines preparing rt signed sovereignty today trampling troops war war,27,,,91,5,opposing,,0
3489,4155509,8756,retweet,28c60cca92d6e5a9df6af5936dd65cea19939718823a5b265ff667dc0ebf4e08,"RT @smninews According to former Minister of Public Information and former Senator Francisco Tatad, the construction of EDCA bases in the country is against the Constitution, particularly in Article 18, Section 25. https://t.co/rKfui3qbIU",,1684415008,Twitter,,18 25 article bases constitution construction country edca francisco information minister public rt section senator tatad,16,,,12,144,opposing,,0
4068,2675198,93441,retweet,823d0e35050d244aadf9773cc16db98741bb3c4fd7811872d510cad4c36ac1f4,"RT @IndoPac_Info #Philippines: Development of the 4 new EDCA sites with the US military to begin soon, more locations ‘possible' : PH Ambassador to US The just announced 4 additional EDCA sites are a major boost to the country’s push for ""strategic defense capabilities."" https://t.co/429pl0TQmd",,1680707436,Twitter,,additional ambassador announced begin boost capabilities country defense development edca edca locations major military ph push rt sites sites strategic,20,,,16,38,supportive,,0
4075,1120900,93441,retweet,209c801037d1136023be4dfc2f941f87a4d7c44e9cfd652ae6b3bf28459b2af5,RT @INDOPACOM #USSMilius conducts a live-fire exercise in the #PhilippineSea. #CTF71 - #DESRON15 assets routinely operate in @US7thFleet area of responsibility in support of a #FreeAndOpenIndoPacific. #Readiness 📸: MC1 Greg Johnson https://t.co/N4mjolC9jX,,1683644683,Twitter,,area assets conducts exercise fire greg johnson live mc1 operate readiness responsibility routinely rt support,15,,,37,38,supportive,,0
438,5714924,41097,retweet,c4a4622c5790e37a2aa4c7826809b4e44342a64be8c3b499dd69d088d19e2f00,"RT RyanLingo_ It is said that if Father’s accommodations crossed VFA and EDCA by the end of his term BBM. Case, for theke of vaccines, Dad softened in 2021, and the DDs blamed PBM.",,1675734221,Twitter,,2021 accommodations bbm blamed case crossed dad dds edca end father pbm rt ryanlingo_ softened term theke vaccines vfa,19,,,10,32,neutral,,0
705,2427796,369120,retweet,5f3adf3d1c7001c4c4007f1aaf4e0edc64e815fe5176941734ee2d266c2f8036,RT Former NATO boss urges countries to show China consequences if it attacks Taiwan #AsiaPacific #NATO #Taiwan #Taipei #China #Beijing #USA #SouthChinaSea #TaiwanStrait #Military #Philippines #Manila #Vietnam #Japan #EuropeanUnion https://t.co/acvuX49BIV,,1675055651,Twitter,,attacks boss china china consequences countries japan manila military nato rt show taiwan urges,14,,,20,22,neutral,,0
1770,2424656,118850,retweet,b7429183714b69e18c84f4eef178e035cb5a4adcae19af256f72e060d7cf1f5c,"RT @IndoPac_Info #US and #Philippines launch biggest joint drills in decades in #SouthChinaSea More than 17,000 troops are involved in the Balikatan (Tagalog for shoulder-to-shoulder) drills, which follow days of military exercises around Taiwan by China. https://t.co/40PrR8HxXm",,1681285912,Twitter,,000 17 balikatan biggest china days decades drills drills exercises follow involved joint launch military rt shoulder shoulder tagalog taiwan troops,21,,,29,11,supportive,,0
4247,6661928,3016,retweet,d8fe454d03834e5fc0ce2f7c43571260477f462ea2c6e3464ec43379f67701c8,"RT @theadtan People latch onto debunking my statement where I said, ""China has no history of militarily attacking sovereign nations"" to try to negate my entire post. That post is actually to explain why I don't subscribe to the fear-mongering sentiments of ANTI-EDCA people. Because to… https://t.co/zKX5MpOq1R",,1683244877,Twitter,,anti attacking china debunking edca entire explain fear history latch militarily mongering nations negate people people post post rt sentiments sovereign statement subscribe,23,,,12,49,supportive,,0
11209,6340876,16252,retweet,c06f3307d3204f0ee0f460678a7fcc24df20c7bb15135832b3312e6d3ab291ce,"RT @DerekJGrossman New EDCA bases include: ""navy base in Santa Ana and an intl airport in Lal-lo, both in northern Cagayan province. Those locations have infuriated Chinese officials because they would provide US forces with a staging ground close to southern China & Taiwan.""https://t.co/25SqoiJM7u",,1680555000,Twitter,,25sqoijm7u airport ana base bases cagayan china chinese close edca forces ground https include infuriated intl lal lo locations navy northern officials provide province rt santa southern staging taiwan,29,,,14,19,supportive,,0
4110,4375406,34016,retweet,d51363c439ee340583ec290dcd1f4e2fc1b366fcd0e31632f0c297c658f1e995,RT @AP The Philippine president says the Chinese coast guard’s aiming of a military-grade laser that briefly blinded some crew aboard a Philippine patrol vessel in the disputed South China Sea was not enough for him to invoke a mutual defense treaty with the U.S. https://t.co/hDN784rqeo,,1676718598,Twitter,,aboard aiming blinded briefly china chinese coast crew defense disputed grade guard invoke laser military mutual patrol philippine philippine president rt sea south treaty vessel,25,,,32,37,opposing,,0
10116,6508294,17036,retweet,72eda60db178ad7d6cad3bd3fedd96eea41d4afd3454b1331d69d8cce0b1a5cc,RT @cnnphilippines LOOK: The League of Filipino Students holds a candlelight protest at UP Diliman to oppose the military exercises between the Philippines and the United States. https://t.co/Ni4v3zQWgA | @dsfernandez https://t.co/gH2tRnSyGB,,1682508346,Twitter,,candlelight diliman exercises filipino holds league military oppose philippines protest rt states students united,14,,,18,50,opposing,,0
4126,2717295,34016,retweet,771f3cc1e6da6c30d3937ba0d0904d9e244cb50a03c059499782ad40d7d20542,"RT @IndoPac_Info #US Statement of Support for the #Philippines in the #SouthChinaSea implies that attacks oh PH Coast Guard ships are covered by the U.S. Philippines Mutual Defense Treaty This is big for the Philippines, but are they going to actually invoke the treaty? https://t.co/x2eF4DlUVo https://t.co/cfJ9WgfRKa",,1682849804,Twitter,,attacks big coast covered defense guard implies invoke mutual ph philippines philippines rt ships statement support treaty treaty,18,,,65,37,supportive,,0
10643,1580604,94846,retweet,0ee864cd900e4f23b9aa72e2e4218f3b4fed05840bd5a198541472df780b25e7,"RT @sethpuertoluna my new webcomic is trans mlm taking place in the Philippines on the cusp of Spanish liberation and American occupation. It is about a Filipino-Chinese boy who lives in a ""disappointment's room"" by night, and is forced to be a faith healer by day. Maybe you guys can help me boost.",,1675406502,Twitter,,american boost boy chinese cusp day disappointment faith filipino forced guys healer liberation lives mlm night occupation philippines place room rt spanish taking trans webcomic,25,,,359,5,neutral,,0
4098,449534,212711,retweet,1ae07babc247ea6861f7b16ebf0b22e0d3b6ef9c1182312e886e340fbe183223,"RT @DemesDavid 🇨🇳 Ambassador Huang Xilian: ""Philippines is advised to unequivocally oppose ‘Taiwan Independence’ rather than stoking the fire by offering the US access to the military bases near the Taiwan Strait if you care genuinely about the 150,000 Overseas [Filipino] Workers"" [in Taiwan]. https://t.co/A2OdUZgpdQ",,1681611651,Twitter,,000 150 access advised ambassador bases care filipino fire genuinely huang independence military offering oppose overseas philippines rt stoking strait taiwan taiwan taiwan unequivocally workers xilian,26,,,153,7,opposing,,0
6011,5165960,489,retweet,e2c3e14750e4ce45a1a4a566902d5e1ecffd5703f72089afea257b301fddcb31,RT @MonteroMax Interesting selection of facilities for EDCA. PH Air Force lacks a major airbase in Cagayan Valley and La-lo Airport aka Cagayan North Int'l Airport with EDCA development can fill that. Runway can accept C-17 and fighters. Wide spaces for new base & storage facilities. https://t.co/hprXPb2bxf,,1680630560,Twitter,,17 accept air airbase airport airport aka base cagayan cagayan development edca edca facilities facilities fighters fill force int interesting la lacks lo major north ph rt runway selection spaces storage valley wide,33,,,12,11,supportive,,0
317,647987,2804,retweet,15ced3ad3c3f5eaf02e59dbb905d9340a51f239ca19bd1a0f6350265a40099d6,"RT @natoreyes There is no ""joint control"" or ""joint command"" of agreed locations under EDCA. The DND is deceiving the people. The Philippines in fact authorizes the US to use Philippine facilities for an array of activities, free of charge. No rent will be paid by the US. https://t.co/ecHLKpiAP7",,1675559157,Twitter,,activities agreed array authorizes charge command control deceiving dnd edca facilities fact free joint joint locations paid people philippine philippines rent rt,22,,,24,115,opposing,,0
951,5341116,15244,retweet,b7fa7bbda1eeaf4758267bff8fa6b3e23db1df5ca1b244647c35519fafe67114,"RT @SyLicoNgaAko China is openly meddling on what policy the 🇵🇭 should take towards the U.S.: saying that the 🇵🇭 should oppose Taiwan’s independence, instead of stoking fire for allowing EDCA, and ending the statement with a veiled threat: “IF YOU TRULY CARE ABOUT YOUR 150,000 OFWS IN TAIWAN.”",,1681540840,Twitter,,000 150 allowing care china edca ending fire independence meddling ofws openly oppose policy rt statement stoking taiwan taiwan threat veiled,21,,,14,33,opposing,,0
1479,6280490,21127,retweet,2939b4bb32f1b5445dc7a1464436757b540e56a29dc67dc681aee4ece3db839b,"RT ŠGisingPilino Mymbro of the LFS turned out to be rallyers in front of the US embassy, protesting EDCA. In 2016, they rejected PNoy’s Right Way and instead supported Duterte, a MAMAMA MAN.",,1681293126,Twitter,,2016 duterte edca embassy front lfs mamama man mymbro pnoy protesting rallyers rejected rt supported turned šgisingpilino,17,,,11,16,opposing,,0
5899,3340029,13576,retweet,37f70bff3a6f85078ff2103c04f905f23214a9abf9e32d25f22f534d324e359c,"RT @Bahaghari_PH “This war will never even happen in the US. It will not happen in China. This war will happen here, in the Philippines. It is Filipinos who will pay to maintain the dominance of the US”. Watch Al Jazeera’s (@ajplus) investigation on Balikatan: https://t.co/3PnOkQ8Hin https://t.co/5ElnlLeFlq",,1687948096,Twitter,,al balikatan china dominance filipinos happen happen happen investigation jazeera maintain pay philippines rt war war watch,17,,,71,11,opposing,,0
2513,4306262,7430,retweet,e9d38f28d5561273c482b97053b5ca47152c1a6dad4d951a4aa393e04266038a,RT @pcogovph United States Defense Secretary Lloyd Austin on Thursday promised to help the Philippines modernize its defense capabilities as well as increase the interoperability of American and Filipino military forces. READ: https://t.co/YDC32TTGxQ https://t.co/PTfKhWGMez,,1675343155,Twitter,,american austin capabilities defense defense filipino forces increase interoperability lloyd military modernize philippines promised read rt secretary states thursday united,20,,,31,25,supportive,,0
12809,4948330,8758,retweet,c295c63f65cce5863289f9daa7f42eb395159e9b4396d5dc2aa29b40f18db994,"RT @lfs_upv Sa paggunita natin ng #ArawNgKalayaan kahapon, ano ang say ng pipol sa pagdagdag ng mga base militar ng US sa Pilipinas? Panoorin! #JunkVFAEDCA #SaysThePipol https://t.co/27FqbSJW4T",,1686643263,Twitter,,ang ano base kahapon mga militar natin ng ng ng ng pagdagdag paggunita panoorin pilipinas pipol rt sa sa sa,20,,,17,71,opposing,,0
1475,316321,21127,retweet,bacfd4c5abc09a3383f81e2db6226cbf3bf386174ea360367aea9e2f790db3af,"RT @SaltAndReality In as much as I hate China bullying us, Taiwan is getting a free ride with the new EDCA sites up north. I remember in a 2018 survey the 2nd most hated country by Taiwanese is the Philippines. Mas gusto pa nila China that wants to annihilate them. Dapat ginagatasan natin Taiwan",,1679946632,Twitter,,2nd annihilate bullying china china country dapat edca free ginagatasan gusto hate hated mas natin nila north pa philippines remember ride rt sites survey taiwan taiwan taiwanese,27,,,11,16,opposing,,0
2543,5473031,24162,retweet,954a4388cad90934a3e16467c0264396d7476512c3b5a03c6cf42bb483fe1aa3,"RT @iamwhatiam300 If you wanna see the Philippines be destroyed like Ukraine,believe with everything that the US officials are saying.If the Filipinos are totally poisoned by the US propaganda,we'll be willing to provoke China & offer our land as a battleground in a proxy war,just like Ukraine. https://t.co/XYW8Ht70h4",,1678522574,Twitter,,battleground china destroyed filipinos land ll offer officials philippines poisoned propaganda provoke proxy rt totally ukraine ukraine wanna war,19,,,16,9,opposing,,0
309,5360264,2804,retweet,361c33762fdca097703542f4a83d8f7e9929c9ba1a004a592357881c6dd909d8,"RT öiamwaam300 Just as a clear to Mark loyalists who again blame Dig for EDCA w/c heed to scirap btw, here's the number of US military bases in the Philippines as APROVED by the SITTING Presnet: Noynoy Aqui5- Rodrigo-te 0zer,nilado, Bonagg 4 +cs/to): Noycachecachet/V.",,1675432731,Twitter,,0zer aproved aqui5 bases blame bonagg btw clear cs dig edca heed loyalists mark military nilado noycachecachet noynoy number philippines presnet rodrigo rt scirap sitting te öiamwaam300,27,,,13,115,opposing,,0
431,2412587,41097,retweet,758423690b28ac26c03eaf383f2a9726a38d551154dea59122715d6a14c6ec1f,RT @GrowlHarhar Sa Panay NGAWA parin sa EDCA Nagsalita na ang Bayan!!... BASA!! 👇👇👇 MAJORITY of Filipinos believe that the Pres. Marcos jr. administration should strengthen its SECURITY COOPERATION with the United States and Japan to defend the West Philippine Sea. https://t.co/l7Wf2a0GsM https://t.co/Xs9gdc5Tyf,,1675685369,Twitter,,administration ang basa bayan cooperation defend edca filipinos japan jr majority marcos na nagsalita ngawa panay parin philippine pres rt sa sa sea security states strengthen united west,28,,,24,32,supportive,,0
2408,5860969,452506,retweet,33626848527a80ba2e9af2b27a2e9cf5fc53e27630899c1d54e80705db78a89c,"RT @globaltimesnews China’s domestic COVID-19 vaccine production can meet demand and China is willing to cooperate with the international community to better deal with the pandemic, Chinese FM responds to FT report of EU’s offer of vaccines to China. https://t.co/FwRghdozh7",,1672743602,Twitter,,19 china china china chinese community cooperate covid deal demand domestic eu fm ft international meet offer pandemic production report responds rt vaccine vaccines,24,energy,,13,9,supportive,,0
1039,3638671,7570,retweet,c2f849e2b3aaea2c17d85b70ffdd537f21236096dd311f91c51a538ae9929e15,"RT @DEFCONWSALERTS We are receiving reports that China has continued its live-fire exercises around Taiwan despite claiming that its ""3-day exercise"" ended yesterday. This is very early information & we are still in the process of analyzing the situation.",,1681235045,Twitter,,analyzing china claiming continued day early ended exercise exercises fire information live process receiving reports rt situation taiwan yesterday,19,energy,,138,6,opposing,,0
1570,97324,26389,retweet,69db8cb39b1f37f50a9d262bde28eb4249cb7372bd87a68984638a0847803c8e,RT @GordianKnotRay 1/🇨🇳#China’s flotilla escorting survey ship Xiang Yang Hong 10 through 🇻🇳#Vietnam’s exclusive economic zone (among its oil/gas fields) enters its 13th day. It includes China Coast Guard 5305 & 4 militia ships. [🧵1/2] https://t.co/SqcQUFkBO7,,1684466733,Twitter,,13th china china coast day economic enters escorting exclusive fields flotilla gas guard hong includes militia oil rt ship ships survey xiang yang zone 🧵1,25,energy,,102,9,opposing,,0
1289,1403477,135014,retweet,7a159952fc6611b028a10ddaba564c5dae8ecb5cf5a66abd7a762c706740845c,"RT @mattybach1 ""So much of the propaganda indoctrination we’re subjected to in the 2020s revolves around convincing people to believe that Russia and China should react completely differently than the way the US would react if foreign proxy forces were being amassed along its borders."" @caitoz",,1685108858,Twitter,,2020s amassed borders china completely convincing differently forces foreign indoctrination people propaganda proxy react react revolves rt russia subjected,19,energy,,14,6,supportive,,0
3963,933120,10071,retweet,86a27d2b377f090703949ddaecd6c314f13642cae98bbd5cd8e5abf6c79e2f96,"RT @barnabychuck Although they still can’t enter the resource-rich lagoon in the Scarborough Shoal, Filipino fishermen we spoke with said the Philippine Coast Guard has equipped them with phones to document Chinese harassment. But China has issued another threat - this time to Filipinos in… https://t.co/qu5qqp0YEk",,1682361875,Twitter,,china chinese coast document enter equipped filipino filipinos fishermen guard harassment issued lagoon philippine phones resource rich rt scarborough shoal spoke threat time,23,energy,,82,36,opposing,,0
102,3350858,12234,retweet,91c81410d548f019d86066e49892dcbb0f0d83eae60294d21224946a5c9ae7b8,RT @WarClandestine 1) China are not trying to “interfere” in the investigation into the origins of C19… China oppose that the committee already decided that China are “complicit”. It’s not an “investigation” when you’ve already decided who’s at fault. US actors created SARS-CoV-2. Not China.,,1681708905,Twitter,,actors c19 china china china china committee complicit cov created decided decided fault interfere investigation investigation oppose origins rt sars ve,21,energy,,262,32,opposing,,0
2272,1493399,40702,retweet,cc5a2cd4b29d7898bafee172ec2ce48fd1cd48226e818d856574136737badca1,"RT @TheresaAFallon “China has begun to impede projects to lay and maintain subsea internet cables through the South China Sea, as Beijing seeks to exert more control over the infrastructure transmitting the world’s data.” https://t.co/AssMhWvD6D",,1678764234,Twitter,,begun beijing cables china china control data exert impede infrastructure internet lay maintain projects rt sea seeks south subsea transmitting world,21,energy,,210,5,opposing,,0
5223,5985519,261098,retweet,f58cd59fa04c98346c2a55c6b5d38b0a4d2f4435b7a51e0af19e3539aa8a177f,"RT @CIA_in_China The Philippines gets mad when China changes the status quo by reclaiming land to build islands and then militarizing them, but sure, that’s “the dark hand” of America at work and Manila only reacted when Washington told them to. Does no other country on this planet have agency?",,1680860265,Twitter,,agency america build china country dark hand islands land mad manila militarizing philippines planet quo reacted reclaiming rt status told washington work,22,energy,,11,16,opposing,,0
2271,6657758,311138,retweet,55f0d566f859e32f529f0b462ba4c850576942b2771739ce78a15bbbe17b3104,RT @Byron_Wan Philippine authorities warned China of “serious repercussions” if buoys installed last week within Manila’s exclusive economic zone in the South China Sea are removed from contested waters. https://t.co/ZrH6hXRSrs,,1684268516,Twitter,,authorities buoys china china contested economic exclusive installed manila philippine removed repercussions rt sea south warned waters week zone,19,energy,,15,9,opposing,,0
5292,6550052,17626,retweet,d90d27b762b226c5ae1f58819813c55048ed8b8bebe02a14e2c268d10fb3211d,RT @pcogovph President Ferdinand R. Marcos Jr. has signed a bilateral agreement with China during his state visit that is expected to revive the country’s steel industry with the setting up of a liquid steel plant. Read: https://t.co/uHgf8m3hXE https://t.co/JYxuG8YjUs,,1673151000,Twitter,,agreement bilateral china country expected ferdinand industry jr liquid marcos plant president read revive rt setting signed state steel steel visit,21,energy,,27,9,supportive,,0
54,3235851,30532,retweet,e0c0b5b8b2ddf6044a7018f0b0d37e49b269b452964cf42004124630b131e284,"RT @wyattreed13 They wrote ""the western Pacific"" because the phrase ""China's ambitions in the South China Sea"" doesn't sound quite as distressing",,1675426491,Twitter,,ambitions china china distressing pacific phrase rt sea sound south western wrote,12,energy,,26,7,opposing,,0
2022,2708294,82532,retweet,b32bae92fec0a51331805354be16e9c32353a97b3f2e4ca962d26ca05403a886,"RT @EpochOpinion Opinion💭by @AndersCorr The world is threatened not only by the concentration of power in illiberal regimes like #China, but the ability of those regimes to use new technologies, such as #ArtificialIntelligence, to exponentially increase their power. https://t.co/uaqDEUQZWw",,1672888209,Twitter,,ability concentration exponentially illiberal increase opinionby power power regimes regimes rt technologies threatened world,14,energy,,13,7,opposing,,0
38,4533611,163033,retweet,246eeec4d5a26f558a00127e35b6e602f595db2959e33b583908fb43241f47d3,"RT @BenjaminNorton Neocolonialist Tucker Carlson complains that China is building infrastructure in the Caribbean, in countries that he proudly refers to as US ""colonies"", and - implicitly invoking the 200-year-old Monroe Doctrine - he says the region should all be controlled by the US empire.",,1684502328,Twitter,,200 building caribbean carlson china colonies complains controlled countries doctrine empire implicitly infrastructure invoking monroe neocolonialist proudly refers region rt tucker year,22,energy,,257,5,opposing,,0
